observation_id,station_id,observed_at_utc,pm25,pm10,no2,so2,co,o3,source
f5200177-6d87-45f5-aff7-7dae8a3e089f,bangkok_thailand,2023-11-21 00:00:00+00:00,60.78,110.27,64.51,24.02,8.46,190.84,kaggle
73a61712-ef8a-485d-a8c5-a70f4f256ca4,toronto_canada,2023-09-21 00:00:00+00:00,102.0,70.36,27.59,43.58,9.9,48.82,kaggle
a49c623d-e54f-44a1-89d9-28576b4827ce,mumbai_india,2023-04-11 00:00:00+00:00,131.82,122.71,75.89,29.21,6.52,36.59,kaggle
d35baffc-9441-4de0-82a8-a47936be6aa6,dubai_uae,2023-06-20 00:00:00+00:00,84.6,51.07,77.32,31.9,3.52,186.22,kaggle
11c14c71-28d9-477d-9718-059152ba0b02,london_uk,2023-04-07 00:00:00+00:00,33.82,140.85,50.65,4.62,1.18,107.92,kaggle
06272b44-f990-4d71-a2ef-e6494cc4e51c,dubai_uae,2023-04-26 00:00:00+00:00,93.69,149.47,94.61,6.04,1.36,189.92,kaggle
49a2e27b-2a94-4d87-a1bd-1d7a7562a756,tokyo_japan,2023-03-28 00:00:00+00:00,143.79,53.79,59.6,45.57,5.9,146.92,kaggle
85f01001-1285-4df6-bab0-f5c1d0e2bb79,madrid_spain,2023-05-07 00:00:00+00:00,133.58,116.56,16.73,40.87,4.68,120.61,kaggle
36150c37-4fc7-4d1a-afc6-51df4a4d4306,tokyo_japan,2023-12-25 00:00:00+00:00,85.16,111.13,76.01,44.83,7.01,113.7,kaggle
0cb81b1a-5e13-4385-9d86-4bcda9b93ac8,london_uk,2023-05-04 00:00:00+00:00,25.44,178.07,7.74,1.26,5.1,83.19,kaggle
33c26066-9710-4507-bd7d-8abf79b45026,tokyo_japan,2023-05-06 00:00:00+00:00,46.21,142.21,70.42,48.01,1.14,49.62,kaggle
c769d2bc-a92c-48d8-960a-b018a632594c,toronto_canada,2023-07-22 00:00:00+00:00,142.12,85.39,50.82,33.01,5.58,182.05,kaggle
b086468e-78ac-43ff-aa9e-2e04bbb0c58b,london_uk,2023-01-10 00:00:00+00:00,118.48,81.35,32.54,20.35,4.26,116.07,kaggle
f97f3a08-bdfb-4af4-a3fc-68050d017976,beijing_china,2023-03-28 00:00:00+00:00,48.67,109.97,72.73,24.15,0.96,107.57,kaggle
325fa631-5f4b-45cd-a44f-04a90bcb9361,los_angeles_usa,2023-01-18 00:00:00+00:00,25.82,69.16,44.66,28.83,5.54,101.69,kaggle
6a503c7f-cabb-4b36-8953-c1a5d6d174cd,berlin_germany,2023-09-18 00:00:00+00:00,27.94,79.63,81.02,18.5,1.87,96.93,kaggle
4e47d23c-e79e-4449-8b18-2668ccf73448,seoul_south korea,2023-06-11 00:00:00+00:00,143.7,96.83,62.0,16.99,9.08,87.83,kaggle
effc6585-bb50-4df0-8168-cde5d0e04a2d,los_angeles_usa,2023-09-21 00:00:00+00:00,115.61,146.13,54.08,32.85,7.78,127.36,kaggle
ae4d60c3-3f7a-4cbd-8cb1-0e26ef4815d2,dubai_uae,2023-11-10 00:00:00+00:00,115.53,147.59,72.1,3.95,9.27,75.16,kaggle
f50ba52c-0975-4e41-b706-8c8bfda63c65,cairo_egypt,2023-03-18 00:00:00+00:00,66.34,190.61,74.11,45.76,4.68,74.2,kaggle
19f6523c-5112-4566-9c3e-1a5f600ac238,seoul_south korea,2023-11-10 00:00:00+00:00,11.58,58.83,41.54,45.41,0.97,87.23,kaggle
4b6a635b-36fd-4df7-90c3-4034fbf89238,beijing_china,2023-12-21 00:00:00+00:00,100.89,45.92,60.86,4.05,5.98,109.43,kaggle
f91f38e4-7ae1-494c-93d7-e122be96da7e,toronto_canada,2023-10-23 00:00:00+00:00,52.8,23.61,92.93,20.48,1.02,119.67,kaggle
d66262d0-d757-4e2d-b058-f1e57da1dc51,paris_france,2023-09-17 00:00:00+00:00,56.68,149.27,35.43,48.46,9.94,56.82,kaggle
95ff8b3f-1aea-4e8a-8345-a10c026bbed1,cairo_egypt,2023-07-03 00:00:00+00:00,77.62,50.62,76.11,15.89,5.31,129.41,kaggle
73e9abbd-cb97-480e-96dd-473ea4d25ccc,moscow_russia,2023-11-18 00:00:00+00:00,103.04,39.72,48.89,36.93,1.16,89.19,kaggle
33762d18-01b2-4b24-89f0-e240eda7eeba,seoul_south korea,2023-12-21 00:00:00+00:00,36.24,102.22,28.73,22.67,4.42,166.94,kaggle
30b59941-6a3e-46b7-91cb-1f97b13b90db,seoul_south korea,2023-10-04 00:00:00+00:00,42.71,98.09,49.6,4.02,8.5,109.43,kaggle
a58fcbad-c7df-480b-b337-c1b97f8afc07,moscow_russia,2023-04-24 00:00:00+00:00,50.09,47.45,81.46,5.55,8.86,57.79,kaggle
b9a9ce27-173a-4276-8c69-df20c347ee19,madrid_spain,2023-08-18 00:00:00+00:00,130.36,132.52,5.58,47.35,0.37,112.39,kaggle
7cf9883f-18b1-4daf-a55e-2d06014faf92,dubai_uae,2023-03-02 00:00:00+00:00,47.38,23.54,73.78,16.9,5.41,31.86,kaggle
6795695b-adb4-4f2f-a0c9-b7866b82725f,mumbai_india,2023-09-07 00:00:00+00:00,16.31,148.38,12.05,35.7,7.39,23.01,kaggle
3fad729d-b410-45dc-9b72-1b46cc8b6a95,rio_de_janeiro_brazil,2023-03-26 00:00:00+00:00,89.76,14.62,31.99,38.13,4.45,188.9,kaggle
8ef4f7aa-7072-4c6a-a608-f1a7ed203fdf,bangkok_thailand,2023-06-01 00:00:00+00:00,47.91,102.55,85.31,3.32,2.78,127.73,kaggle
1b591361-d1ba-4c9f-81a3-eeb5f548900c,mexico_city_mexico,2023-08-11 00:00:00+00:00,41.41,165.56,79.42,33.66,6.6,133.63,kaggle
aa721a06-183a-40e9-91cc-aa1d53de83a2,madrid_spain,2023-09-23 00:00:00+00:00,103.62,114.84,23.97,36.5,5.07,171.28,kaggle
d402cc2d-076a-4e6a-9d57-b2ae7ae9458e,dubai_uae,2023-01-25 00:00:00+00:00,81.23,12.14,77.79,7.44,8.07,56.01,kaggle
a7cf80ed-ec1f-44a8-9dad-1207fa2e005b,london_uk,2023-10-22 00:00:00+00:00,134.3,167.76,55.25,33.68,6.3,40.19,kaggle
860a67a6-54fb-45b4-9cb2-0a5b4d40609c,mumbai_india,2023-12-21 00:00:00+00:00,128.38,48.96,16.63,10.38,3.3,97.31,kaggle
b7da6087-bbdd-4b32-8d69-293ac3e5a77d,moscow_russia,2023-09-28 00:00:00+00:00,17.56,153.51,11.88,26.5,7.49,142.05,kaggle
8b5f0f62-9dc8-497b-8c44-3592fbd8e558,mexico_city_mexico,2023-04-19 00:00:00+00:00,43.84,73.46,99.94,32.97,3.35,65.12,kaggle
aa05acf8-ca89-498a-88d5-1a7720f3ff8d,mexico_city_mexico,2023-02-21 00:00:00+00:00,71.95,150.52,74.29,4.4,6.95,49.1,kaggle
5dbdd9e5-2f29-4b9e-8ca7-00dd76f0ef0d,istanbul_turkey,2023-10-18 00:00:00+00:00,59.85,42.77,65.44,20.24,4.93,88.68,kaggle
d5f419c3-c406-4079-a276-5b3f4f3c69a1,london_uk,2023-02-14 00:00:00+00:00,113.4,64.7,71.97,30.69,3.29,117.86,kaggle
838e8276-765d-4494-9594-7929ae219e86,rio_de_janeiro_brazil,2023-02-18 00:00:00+00:00,12.9,180.74,9.93,43.63,9.85,46.32,kaggle
d43cfbe7-f0ca-48be-b8a6-4ec75c866381,london_uk,2023-01-17 00:00:00+00:00,14.87,29.03,18.38,21.58,7.87,32.38,kaggle
9f7530b4-6659-446e-8c18-f30879d62f11,madrid_spain,2023-12-02 00:00:00+00:00,131.44,64.91,88.68,42.19,4.91,57.32,kaggle
1862efc2-3351-4184-af76-fcb9ea627e24,dubai_uae,2023-04-18 00:00:00+00:00,121.73,40.55,40.62,9.6,8.0,113.2,kaggle
fe2e7193-81c0-4563-a937-ef7f760cc09c,beijing_china,2023-01-08 00:00:00+00:00,79.49,49.59,6.12,23.97,8.07,54.09,kaggle
ea7a44fa-7948-4014-9440-64a85bc1afee,sydney_australia,2023-09-07 00:00:00+00:00,81.66,166.12,55.34,43.33,8.24,154.87,kaggle
ca2ccdbb-a73a-40f1-81b8-a44ed21c764b,madrid_spain,2023-05-09 00:00:00+00:00,35.17,60.04,76.81,28.03,4.96,65.22,kaggle
1e816a75-09d2-4623-a600-4a6d9a09fee2,seoul_south korea,2023-06-17 00:00:00+00:00,114.9,128.68,68.48,25.43,1.35,117.07,kaggle
cd136f9b-0c19-429d-bfa1-2ce84ecf41cb,moscow_russia,2023-08-18 00:00:00+00:00,58.8,35.64,25.36,17.15,4.64,90.3,kaggle
1c520e5d-a135-4bf3-9411-8d8434d2d8ad,tokyo_japan,2023-08-07 00:00:00+00:00,14.0,160.09,8.02,43.34,0.39,15.14,kaggle
1bde527b-f0ab-4b26-a761-e844b4c666c3,rio_de_janeiro_brazil,2023-01-25 00:00:00+00:00,58.56,121.56,18.38,22.69,5.61,46.2,kaggle
7aae48ad-7ba0-4650-aa06-53ca3953e5fc,mumbai_india,2023-09-14 00:00:00+00:00,44.97,12.37,47.91,17.67,3.54,152.62,kaggle
6869c17a-ba3c-47e0-afd3-d5a05e86c19b,paris_france,2023-12-22 00:00:00+00:00,117.52,156.82,74.84,4.1,0.65,179.84,kaggle
355ae81a-9187-4869-ab8a-9a2961d46b5b,johannesburg_south africa,2023-08-22 00:00:00+00:00,52.38,177.86,20.6,47.64,8.92,17.17,kaggle
890202f7-915a-4c0e-8d7b-37d6eeb79764,london_uk,2023-06-24 00:00:00+00:00,108.28,63.71,61.29,38.33,7.08,105.62,kaggle
2ac0f553-fda2-4e12-852a-2c39925d1306,toronto_canada,2023-04-05 00:00:00+00:00,133.24,62.72,16.6,40.63,9.02,81.54,kaggle
f86960ce-fc2e-4913-a6b6-43144275ced2,berlin_germany,2023-02-03 00:00:00+00:00,142.54,105.0,10.63,24.27,3.85,18.49,kaggle
b2b299a3-76f3-46c4-b539-13b9e60b6b8d,paris_france,2023-09-09 00:00:00+00:00,33.47,26.45,62.97,36.21,0.5,101.18,kaggle
2f2dae38-3fd3-4430-8417-3a34132a1a90,johannesburg_south africa,2023-08-16 00:00:00+00:00,16.82,33.26,51.3,34.38,4.26,14.38,kaggle
dd9d43c7-616f-4116-b621-5d5df6dfac7e,dubai_uae,2023-06-13 00:00:00+00:00,7.37,48.44,27.04,24.71,9.48,189.8,kaggle
cfa18675-13f2-4998-b07a-a98e0e35bf9c,dubai_uae,2023-01-17 00:00:00+00:00,81.25,184.02,94.59,28.9,5.92,147.43,kaggle
380ba374-fd58-4dcd-aa0e-6971dff0d940,madrid_spain,2023-04-25 00:00:00+00:00,102.76,79.16,92.05,11.75,0.51,112.8,kaggle
e2118c13-52d5-4f85-8ad4-51dc3a6a3bb5,sydney_australia,2023-01-21 00:00:00+00:00,118.92,191.82,80.85,10.7,8.65,168.24,kaggle
3d0b0991-2099-4a85-962c-3764c759b52e,paris_france,2023-04-18 00:00:00+00:00,85.81,150.36,97.06,42.72,9.67,186.49,kaggle
517eca42-1eb9-4aa6-822d-1aa7e8296d65,toronto_canada,2023-06-26 00:00:00+00:00,18.21,134.15,34.23,44.37,8.21,188.17,kaggle
b21d3f1d-36ee-46b1-9f53-edc753b242bf,johannesburg_south africa,2023-11-02 00:00:00+00:00,6.17,82.44,9.47,15.02,6.13,100.01,kaggle
c56f0710-8971-45ff-82f4-2edc0db2021a,madrid_spain,2023-03-17 00:00:00+00:00,83.45,18.97,75.78,10.15,6.16,54.28,kaggle
f185946b-4334-425e-8ee2-2ebe4c18d465,moscow_russia,2023-01-17 00:00:00+00:00,59.81,177.68,30.29,47.09,9.16,159.98,kaggle
0b073e00-7e67-4e63-988c-7ea70260c784,johannesburg_south africa,2023-04-15 00:00:00+00:00,102.49,195.1,89.4,37.21,7.53,15.1,kaggle
f1e6c77b-c034-4a3e-aa2e-171b85570f92,mexico_city_mexico,2023-11-12 00:00:00+00:00,7.94,177.59,67.5,2.38,4.83,49.78,kaggle
71f7a2ec-7531-4688-902f-bd5be640ab91,dubai_uae,2023-12-26 00:00:00+00:00,84.56,111.56,93.94,13.81,1.47,58.04,kaggle
dfbde148-91aa-4616-ab85-a84a7fac7bba,cairo_egypt,2023-06-10 00:00:00+00:00,35.2,17.19,46.7,25.78,2.77,160.09,kaggle
08a9a9bc-d2b2-4b0f-b39c-eae77569fab4,new_york_usa,2023-05-11 00:00:00+00:00,51.68,28.06,72.75,27.54,7.1,44.01,kaggle
700d3646-0752-4d68-998d-83de0e612bf0,los_angeles_usa,2023-03-11 00:00:00+00:00,130.94,139.47,10.55,35.0,8.42,54.17,kaggle
2f05b9ed-c062-438a-8950-5ca733a766ba,berlin_germany,2023-06-28 00:00:00+00:00,90.32,74.84,85.29,26.63,1.35,62.3,kaggle
988a43ad-177b-454b-b3cf-633cd49367e0,johannesburg_south africa,2023-03-25 00:00:00+00:00,141.53,177.24,95.46,30.9,6.76,199.76,kaggle
b85a9057-f7a6-4005-9bec-4b98ccf71d77,dubai_uae,2023-02-10 00:00:00+00:00,38.88,123.23,49.9,34.85,5.38,178.62,kaggle
58009942-cdf8-425d-b6ae-8210a5148e99,mumbai_india,2023-07-01 00:00:00+00:00,74.99,134.54,68.86,15.05,7.73,182.3,kaggle
a1690b5c-f97a-4f7b-acd4-9e5167462dd5,madrid_spain,2023-01-07 00:00:00+00:00,44.38,189.66,31.33,36.37,7.85,19.39,kaggle
791e2f2b-2d0f-48aa-aad0-ab4683f7586a,london_uk,2023-01-19 00:00:00+00:00,131.28,23.13,77.1,14.45,0.36,66.28,kaggle
c648ef58-7195-44d0-9700-da138bff9474,seoul_south korea,2023-04-22 00:00:00+00:00,13.4,122.56,57.01,37.06,6.11,51.51,kaggle
f21f8dcc-e82a-4bb1-a74c-dde1c21d3d8b,sydney_australia,2023-07-02 00:00:00+00:00,87.73,186.09,36.96,42.21,5.35,49.02,kaggle
b2b91379-1870-479d-8d00-1a39cbb2fac7,istanbul_turkey,2023-11-11 00:00:00+00:00,26.95,17.46,80.48,33.9,1.82,140.68,kaggle
523b665f-455e-4284-afe8-a3f0c4344cfd,rio_de_janeiro_brazil,2023-09-16 00:00:00+00:00,105.66,34.8,36.92,42.9,8.88,143.96,kaggle
6293ad8e-3cf7-4d28-8f9b-5577c36082c0,tokyo_japan,2023-02-18 00:00:00+00:00,18.7,173.26,20.19,33.85,2.28,109.8,kaggle
eb42c346-30c9-4be4-838d-346efe48b2fa,london_uk,2023-05-10 00:00:00+00:00,40.95,60.48,90.55,36.83,8.43,85.44,kaggle
cc73c409-ff4c-4231-8ade-16707f4468f2,seoul_south korea,2023-08-14 00:00:00+00:00,98.67,47.05,42.14,27.0,7.54,56.81,kaggle
2bcbaada-5ee2-4d63-bf68-263d701f60b6,cairo_egypt,2023-04-24 00:00:00+00:00,72.82,10.45,75.13,20.53,4.14,55.19,kaggle
a9437572-a03b-4b21-ad9a-4792acbf538c,johannesburg_south africa,2023-08-24 00:00:00+00:00,105.35,137.29,66.58,31.49,3.41,143.55,kaggle
e9611809-73ec-4f4b-b903-05e864307874,cairo_egypt,2023-08-09 00:00:00+00:00,51.06,129.28,20.3,22.83,1.15,65.51,kaggle
952179e2-3175-49a4-a6c5-4fe5c00db0c0,tokyo_japan,2023-11-18 00:00:00+00:00,97.12,136.94,19.54,47.86,4.47,154.24,kaggle
135a6e31-609a-4459-b34d-f7c741a3b77a,cairo_egypt,2023-10-18 00:00:00+00:00,8.64,154.47,80.08,32.76,8.66,38.26,kaggle
670efbce-d358-42ed-a1d5-49c4df5e61dc,cairo_egypt,2023-10-28 00:00:00+00:00,129.27,131.09,57.8,12.5,9.46,114.53,kaggle
e81a1458-37f1-4b3b-9ef3-a592482061bd,mexico_city_mexico,2023-06-28 00:00:00+00:00,105.76,168.43,90.57,25.61,4.43,139.48,kaggle
03c01a11-5b00-4dfe-ad53-701c6d8e1981,paris_france,2023-09-23 00:00:00+00:00,78.69,46.86,66.1,3.67,3.32,41.89,kaggle
3dbdf0ed-4778-4dbb-ad24-7d8321a650df,sydney_australia,2023-11-12 00:00:00+00:00,12.35,119.44,34.97,25.85,5.28,170.37,kaggle
ec93f40b-1511-4e07-83ad-7dc3c7c4d8ce,johannesburg_south africa,2023-08-27 00:00:00+00:00,124.78,131.59,42.81,41.34,1.49,195.43,kaggle
eb1732a9-ca04-417a-bbb9-4bd8a53f2408,johannesburg_south africa,2023-04-23 00:00:00+00:00,22.06,123.19,29.68,1.18,6.91,62.22,kaggle
4f476fda-a2b7-47fe-af90-d5620091adda,rio_de_janeiro_brazil,2023-08-11 00:00:00+00:00,61.38,111.43,28.19,19.85,5.38,64.18,kaggle
ceacead3-f891-4d83-93a6-4614a5b40aff,new_york_usa,2023-11-13 00:00:00+00:00,81.06,91.43,40.24,45.15,0.9,83.33,kaggle
8865ca3e-5f23-4dfa-ab61-6768fed32f0b,london_uk,2023-07-24 00:00:00+00:00,116.87,77.01,62.74,45.99,7.22,179.8,kaggle
45adb708-e947-4ac9-87c7-7fdc405b18c9,sydney_australia,2023-04-13 00:00:00+00:00,91.22,59.04,44.59,7.67,5.71,95.66,kaggle
93fab120-92fc-454a-8bab-23db9336eef8,los_angeles_usa,2023-10-02 00:00:00+00:00,103.17,158.02,5.3,11.99,3.04,28.33,kaggle
777fdf20-45c0-444b-a81d-390e244338d6,moscow_russia,2023-08-27 00:00:00+00:00,117.29,78.12,53.9,4.66,8.33,97.52,kaggle
9c19101f-4363-4886-8ad3-46af0bc74f01,rio_de_janeiro_brazil,2023-06-08 00:00:00+00:00,81.17,52.23,48.73,39.51,2.27,76.3,kaggle
95d85ebb-e0ff-49cd-8a97-38eced08fafc,paris_france,2023-10-18 00:00:00+00:00,31.56,13.34,72.22,20.63,0.97,11.99,kaggle
78fa3206-7d5a-4d5f-9c56-3098732d06bd,rio_de_janeiro_brazil,2023-02-08 00:00:00+00:00,113.55,185.65,7.91,38.95,1.04,72.93,kaggle
638f1195-a531-4366-ad13-0c323e9b9b59,mexico_city_mexico,2023-06-16 00:00:00+00:00,63.1,185.21,44.47,49.95,2.57,19.28,kaggle
604ff51a-8936-4349-af0e-4cd863812ce0,moscow_russia,2023-07-02 00:00:00+00:00,90.07,165.7,23.19,14.51,9.39,10.09,kaggle
81de3800-029a-4d30-95dd-d9be12be64bd,seoul_south korea,2023-08-27 00:00:00+00:00,44.57,17.07,13.14,42.96,4.06,148.03,kaggle
633794dd-f2b2-4219-ad3e-e4d491865f16,istanbul_turkey,2023-04-05 00:00:00+00:00,142.29,100.29,89.74,38.36,6.55,155.2,kaggle
fe966ed8-5885-44db-ae72-8b9db6251687,toronto_canada,2023-04-25 00:00:00+00:00,62.94,43.69,42.21,17.41,5.87,79.97,kaggle
0c0818ed-228f-4673-8b89-016e41c7f7c6,johannesburg_south africa,2023-01-12 00:00:00+00:00,77.02,153.13,51.32,49.13,4.44,45.52,kaggle
d7acb08b-3d1c-4f2e-8c0d-35c3cb2fc050,toronto_canada,2023-02-23 00:00:00+00:00,41.1,51.13,7.95,1.64,6.92,188.28,kaggle
a67abc45-24eb-4818-9891-e473f79ff5bd,dubai_uae,2023-05-06 00:00:00+00:00,116.67,87.1,86.72,5.34,6.46,93.13,kaggle
a705c2b0-e044-4890-9187-375f2081dcbe,mexico_city_mexico,2023-08-06 00:00:00+00:00,96.21,170.45,43.05,46.46,9.88,58.61,kaggle
477403e6-7109-4113-ab9f-852bd50e1642,dubai_uae,2023-04-22 00:00:00+00:00,12.1,59.9,55.56,38.15,6.12,112.81,kaggle
0b90653e-712c-430b-ab0a-335c788488b6,istanbul_turkey,2023-06-24 00:00:00+00:00,26.51,10.62,28.24,44.74,5.27,154.68,kaggle
c1549752-99b0-48bc-b0c5-8d104a28c21e,istanbul_turkey,2023-11-17 00:00:00+00:00,64.84,197.2,55.85,26.8,0.21,109.68,kaggle
5c7512f5-fda3-4117-b21d-68ef90737c15,berlin_germany,2023-04-10 00:00:00+00:00,125.76,162.29,56.57,6.11,8.29,26.52,kaggle
b33bc7ed-f633-4ef0-860b-275ec685afec,london_uk,2023-10-12 00:00:00+00:00,129.28,183.47,5.03,4.52,7.71,11.53,kaggle
24383a05-4469-4032-a183-c8167c67cb00,beijing_china,2023-02-23 00:00:00+00:00,140.36,184.74,99.97,37.85,1.19,91.89,kaggle
fc6da479-dfef-4a9e-ba7e-01ab52731ba9,johannesburg_south africa,2023-01-25 00:00:00+00:00,135.99,62.94,6.37,25.85,5.66,153.19,kaggle
4a71681b-05aa-47d9-8de7-1e24498deeb4,mexico_city_mexico,2023-03-21 00:00:00+00:00,52.98,99.01,8.7,41.13,9.1,164.04,kaggle
dac7fff8-cb40-49c3-bcb4-deaa20d5eb72,rio_de_janeiro_brazil,2023-03-15 00:00:00+00:00,13.91,183.88,52.3,30.61,6.27,198.68,kaggle
6cca0a5c-769b-4acd-a5f2-e1cda5a6b5c1,rio_de_janeiro_brazil,2023-08-28 00:00:00+00:00,34.78,67.46,86.77,33.87,3.69,103.01,kaggle
d3405dca-f7a5-4d08-908a-2396a6faa0d8,seoul_south korea,2023-10-03 00:00:00+00:00,90.2,44.55,98.34,9.86,5.15,179.91,kaggle
8d485452-ae2d-4e3f-aedc-b1fa518079af,johannesburg_south africa,2023-04-16 00:00:00+00:00,125.2,55.15,83.95,6.52,0.87,123.4,kaggle
8c13cd1f-b2a7-44a0-82aa-d449b92f59a9,beijing_china,2023-03-03 00:00:00+00:00,56.82,131.3,24.75,14.63,5.18,19.93,kaggle
e53a43fd-2978-41d5-b6a1-091c6e520cd0,rio_de_janeiro_brazil,2023-12-21 00:00:00+00:00,104.79,25.51,48.41,32.77,9.15,182.95,kaggle
d09eba0c-d0ba-43ac-899f-40bcf2e5ed68,beijing_china,2023-10-08 00:00:00+00:00,122.86,136.52,33.91,32.74,4.87,192.65,kaggle
cc271626-9107-4a74-937c-782507f54877,johannesburg_south africa,2023-01-02 00:00:00+00:00,60.02,12.33,64.76,3.13,6.22,166.34,kaggle
61de187d-78aa-40fd-aba1-8676248ea31e,berlin_germany,2023-10-03 00:00:00+00:00,126.8,59.95,30.71,42.97,9.32,170.56,kaggle
dc080d84-0ba6-494f-9c47-06520430877a,london_uk,2023-08-09 00:00:00+00:00,74.44,128.91,40.99,46.55,9.92,182.75,kaggle
cd7fc713-0ea4-4400-abf8-e09896410174,johannesburg_south africa,2023-09-03 00:00:00+00:00,109.39,111.95,29.45,29.86,7.78,21.44,kaggle
bd29d568-c546-47ab-b9c6-2b9e858a0f5c,tokyo_japan,2023-07-03 00:00:00+00:00,11.99,139.96,32.2,24.02,7.44,85.19,kaggle
0799b779-0cb0-40a5-8344-847e36e31716,mexico_city_mexico,2023-05-27 00:00:00+00:00,39.19,79.22,58.23,34.39,8.2,193.83,kaggle
31afb7d0-0a3d-4bc2-a5e4-89b5ddeef03b,bangkok_thailand,2023-04-28 00:00:00+00:00,9.46,155.37,78.12,34.21,7.09,41.41,kaggle
b6d90b21-c5ae-4562-b1f9-80cce5e1b041,cairo_egypt,2023-10-08 00:00:00+00:00,73.21,195.52,67.32,47.02,5.16,161.63,kaggle
85c0c325-f31c-4f42-93b2-97feb79141b9,london_uk,2023-04-02 00:00:00+00:00,67.36,166.0,48.98,11.39,9.07,60.9,kaggle
292475e8-51a8-4eb6-aad3-5fbd6796fc49,madrid_spain,2023-05-23 00:00:00+00:00,66.47,89.42,73.34,15.32,2.05,133.24,kaggle
9aa89575-b017-42b1-9a99-68c85c330f81,cairo_egypt,2023-05-12 00:00:00+00:00,133.36,195.9,5.22,43.97,3.81,191.92,kaggle
edc6414e-1fbf-467c-8f49-0caee6dc3eb5,sydney_australia,2023-01-23 00:00:00+00:00,17.59,88.7,88.57,6.93,2.0,20.44,kaggle
098e0bc3-db97-48a6-99ae-b01a2249c833,beijing_china,2023-10-14 00:00:00+00:00,71.58,65.74,52.96,2.64,2.44,167.65,kaggle
f4c73e23-a351-410a-bf25-40140fb5c1d5,bangkok_thailand,2023-02-21 00:00:00+00:00,129.83,164.8,65.04,29.65,9.07,20.12,kaggle
64d70597-4139-4232-8b89-ef2c5815ddc2,london_uk,2023-04-25 00:00:00+00:00,28.67,85.3,34.27,37.8,7.05,140.22,kaggle
a162ca54-8c5b-4874-b480-18789ffe7589,madrid_spain,2023-02-25 00:00:00+00:00,48.7,26.75,78.92,30.83,9.47,155.15,kaggle
afda225c-31a1-436b-9802-3c6573099dd9,mexico_city_mexico,2023-05-07 00:00:00+00:00,24.21,58.02,29.93,31.01,3.0,79.02,kaggle
b19b6be5-ab52-498c-ba47-6aaffeacaaca,beijing_china,2023-09-13 00:00:00+00:00,27.95,99.11,47.86,3.66,2.63,33.13,kaggle
19ce94e3-1910-45b5-9583-fc3bdfa647ed,mumbai_india,2023-05-22 00:00:00+00:00,121.56,20.04,39.49,28.95,1.13,191.18,kaggle
7c9b77d9-996c-482e-98a7-a2fba8b5d7b3,cairo_egypt,2023-11-01 00:00:00+00:00,10.21,138.76,62.47,40.04,3.82,151.91,kaggle
09bb4a50-8d3e-4bbf-99e0-666ab263aac5,sydney_australia,2023-07-12 00:00:00+00:00,37.08,172.97,69.15,12.75,5.35,19.92,kaggle
381711f2-9a35-4fab-9657-ac01543aad86,new_york_usa,2023-06-05 00:00:00+00:00,54.18,22.19,17.15,20.71,0.89,195.34,kaggle
9008c47c-8cd5-4ea2-bfbd-c783e81c2a3c,london_uk,2023-02-18 00:00:00+00:00,88.15,117.39,95.26,7.51,9.33,32.24,kaggle
630c4d7c-673c-4791-bc42-84b6ea51412e,johannesburg_south africa,2023-12-27 00:00:00+00:00,40.53,25.85,57.01,40.02,8.74,42.12,kaggle
d99abc2f-ad59-4387-a1a5-3d74376adfd1,istanbul_turkey,2023-09-14 00:00:00+00:00,144.75,190.37,5.52,39.25,6.13,25.8,kaggle
e81b281c-0177-4a3d-a037-1f71966ec191,seoul_south korea,2023-06-22 00:00:00+00:00,5.21,134.47,49.29,35.82,4.42,39.82,kaggle
f940a5eb-c1e7-407c-bb72-ecfc381d5dbe,johannesburg_south africa,2023-11-22 00:00:00+00:00,56.63,84.68,55.5,26.34,5.75,59.17,kaggle
9763396e-8f77-4c27-aaf5-3ec23f662fd4,los_angeles_usa,2023-02-09 00:00:00+00:00,79.77,134.72,51.22,20.95,7.98,181.69,kaggle
2de4f409-25ed-4cdd-9d0b-b6b6b2bc2166,moscow_russia,2023-11-20 00:00:00+00:00,109.71,193.67,14.8,18.39,4.99,62.71,kaggle
faa79510-2f8d-4eb0-99a5-9b40698a0441,madrid_spain,2023-03-19 00:00:00+00:00,134.85,161.22,5.08,44.17,3.43,72.8,kaggle
0fd1e676-0f1e-4c6c-bcf1-be9afaddfae1,berlin_germany,2023-05-26 00:00:00+00:00,97.68,15.77,70.26,32.61,4.91,13.66,kaggle
7c9d3c72-eb84-49b4-b1b6-aacc6800620c,london_uk,2023-06-20 00:00:00+00:00,29.22,119.54,99.15,1.67,8.72,24.21,kaggle
e79fbf95-28d6-4ef8-9a1e-bdfabaae763e,toronto_canada,2023-09-28 00:00:00+00:00,99.26,91.31,28.82,35.73,1.53,15.96,kaggle
9cbd5bd6-8f52-4158-89b7-4478f2e63be0,mumbai_india,2023-07-08 00:00:00+00:00,18.54,80.03,11.55,8.62,4.48,30.49,kaggle
d4a3e8e4-fc57-4723-99b1-2f710159c9fd,istanbul_turkey,2023-09-14 00:00:00+00:00,107.33,110.93,32.01,48.9,9.53,168.34,kaggle
55edf430-2d9d-4a20-9adb-a6d45f9c0035,mumbai_india,2023-10-23 00:00:00+00:00,44.29,36.24,38.63,15.84,3.17,166.31,kaggle
